X,Y,id,altura,nombre,fecha,icon_url
-68.0714945487412,-38.9272813362539,"1",,barrio_oeste,2021/01/10,./0.png
-68.0525665580167,-38.9243314408355,"2",,barrio_rincon,,./0.png
-68.057776831472,-38.9273621732476,"3",,pista,,./0.png
-68.0502341454881,-38.9161098391248,"4",,tercerpuente,,./0.png
